time,point_index,phase,cmd_px,cmd_py,cmd_pz,cmd_ox,cmd_oy,cmd_oz,cmd_ow,ndi_px_rel,ndi_py_rel,ndi_pz_rel,ndi_ox,ndi_oy,ndi_oz,ndi_ow,joint_0,joint_1,joint_2,joint_3,joint_4
1775277668.4197638,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2706092834472642,-2.24761962890625,-0.28142089843748863,0.6923750638961792,-0.03406066447496414,0.0,0.7207334041595459,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.4437113,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4080261230468736,-2.096038818359375,-0.28480834960936363,0.6926637291908264,-0.03439759835600853,0.0,0.7204399108886719,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.4697917,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1016983032226548,-1.984283447265625,-0.5054046630859261,0.6927544474601746,-0.03431310877203941,0.0,0.720356822013855,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.4947927,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8574832916259751,-1.65594482421875,-0.35742492675780113,0.6938818693161011,-0.03305354714393616,0.0,0.719329833984375,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.5197403,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40837516784667827,-1.283111572265625,-0.44015808105467613,0.6950920224189758,-0.03155301883816719,0.0,0.7182280421257019,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.54476,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.11234817504882955,-1.128570556640625,-0.6321746826171761,0.6954257488250732,-0.030024094507098198,0.0,0.7179704308509827,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.5697665,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9746719360351577,-1.26129150390625,-1.1595642089843636,0.6943361759185791,-0.027167346328496933,0.0,0.7191377878189087,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.5951555,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3826423645019545,-1.012359619140625,-1.3861114501953011,0.6949644088745117,-0.026286322623491287,0.0,0.7185634970664978,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.6197488,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5790000915527358,-1.31719970703125,-1.7561370849609261,0.6934912204742432,-0.02629443071782589,0.0,0.7199850678443909,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.644764,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4844985961914077,-1.178985595703125,-1.7652770996093636,0.6940075159072876,-0.026672592386603355,0.0,0.7194734811782837,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.6697736,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4428745269775405,-1.137115478515625,-1.4956237792968636,0.6947519183158875,-0.026665203273296356,0.0,0.7187550067901611,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.6946933,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5918270111083999,-1.179229736328125,-1.6994354248046761,0.6944566965103149,-0.026128584519028664,0.0,0.719059944152832,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.7197456,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6565547943115249,-1.3087158203125,-1.7747833251953011,0.693876326084137,-0.025605950504541397,0.0,0.7196387648582458,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.7446659,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0442462921142592,-1.0416259765625,-1.8285858154296761,0.6946978569030762,-0.024571459740400314,0.0,0.7188819050788879,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.7697072,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.4960266113281264,-1.0208740234375,-2.506259155273426,0.693913996219635,-0.02313225530087948,0.0,0.7196862101554871,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.7947211,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.450376129150392,-1.1966552734375,-2.5754577636718636,0.6933525800704956,-0.0225638747215271,0.0,0.7202450633049011,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.8198388,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.9606433868408217,-0.63726806640625,-2.211215209960926,0.6953362822532654,-0.02442581206560135,0.0,0.7182692885398865,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.8447678,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.487496948242189,0.119232177734375,-1.5207550048828011,0.6983013153076172,-0.024858608841896057,0.0,0.7153722047805786,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.8697,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.967517471313478,0.02374267578125,-1.0723602294921761,0.6986677050590515,-0.025870755314826965,0.0,0.7149783968925476,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.894768,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.42358169555664205,-0.46197509765625,-0.8892547607421761,0.6974469423294067,-0.026980387046933174,0.0,0.7161282896995544,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.9196815,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2865940093994155,-0.455810546875,-1.0665161132812386,0.6969899535179138,-0.027671203017234802,0.0,0.7165467739105225,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.9450572,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6859279632568374,-0.298309326171875,-0.9274322509765511,0.6974570751190186,-0.026497088372707367,0.0,0.7161365151405334,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.9691072,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5312438964843764,-0.272857666015625,-1.6221954345703011,0.6969622373580933,-0.023487230762839317,0.0,0.7167230844497681,0.0,3.141592653589793,0.0,0.0,0.0
1775277668.9941318,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9754081726074233,-0.331024169921875,-1.3799774169921761,0.6971021890640259,-0.025071367621421814,0.0,0.7165333032608032,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.0190427,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4058967590332045,-0.36553955078125,-1.4073211669921761,0.6969388723373413,-0.023369913920760155,0.0,0.7167496681213379,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.0441349,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.920459365844728,-0.174560546875,-1.0696441650390511,0.697901725769043,-0.024843966588377953,0.0,0.7157624959945679,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.0691154,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6761585235595717,-0.3948974609375,-0.43715209960936363,0.6980618834495544,-0.025165792554616928,0.0,0.7155951261520386,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.0940518,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7957988739013686,-0.798065185546875,-0.45814819335936363,0.696889340877533,-0.02505655772984028,0.0,0.7167408466339111,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.1190698,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0769802093505874,-0.673370361328125,-0.7522155761718636,0.696709394454956,-0.02481258474290371,0.0,0.7169241905212402,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.1440542,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4062438964843764,-0.10687255859375,-0.8508636474609261,0.6982241868972778,-0.023708833381533623,0.0,0.7154865264892578,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.170053,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5075546264648452,-0.12811279296875,-0.9481536865234261,0.6980157494544983,-0.023802224546670914,0.0,0.7156866192817688,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.1940978,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.455573654174806,-0.409515380859375,-1.2179901123046761,0.6969475150108337,-0.023896222934126854,0.0,0.7167237997055054,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.2190797,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.932431793212892,0.1796875,-0.31509704589842613,0.6993061900138855,-0.026028966531157494,0.0,0.7143481969833374,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.244065,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9432445526123061,-0.149932861328125,-0.5972320556640511,0.6978181600570679,-0.025984320789575577,0.0,0.7158035039901733,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.2691405,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.44379768371582173,-0.192779541015625,-0.42317504882811363,0.6976985931396484,-0.02847784198820591,0.0,0.7158252000808716,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.2940774,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5972095489501967,-0.209075927734375,-0.5507843017578011,0.6974413990974426,-0.02810175158083439,0.0,0.7160905003547668,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.319067,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.45480308532714986,-0.35015869140625,-1.0733673095703011,0.6964042782783508,-0.028902171179652214,0.0,0.7170674204826355,0.0,3.141592653589793,0.0,0.0,0.0
1775277669.3440523,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.567807769775392,-0.1912841796875,-1.6801635742187386,0.6962282061576843,-0.028622254729270935,0.0,0.7172495722770691,0.0,3.141592653589793,0.0,0.0,0.0
