time,point_index,phase,cmd_px,cmd_py,cmd_pz,cmd_ox,cmd_oy,cmd_oz,cmd_ow,ndi_px_rel,ndi_py_rel,ndi_pz_rel,ndi_ox,ndi_oy,ndi_oz,ndi_ow,joint_0,joint_1,joint_2,joint_3,joint_4
1775412131.4667408,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2754226684570327,-0.9902740478515852,-0.549774169921875,0.7034237384796143,-0.07586021721363068,0.0,0.706710934638977,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.4918892,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.250098800659181,-1.1312347412109602,-0.4625244140625,0.7027946710586548,-0.07615285366773605,0.0,0.7073050737380981,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.5167785,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.732562637329103,-0.7240081787109602,-0.3126983642578125,0.7041839957237244,-0.0750357136130333,0.0,0.7060414552688599,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.5417995,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.051731491088865766,-0.5748382568359602,-0.662811279296875,0.704315185546875,-0.0736277624964714,0.0,0.7060588002204895,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.5667455,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.047793960571290484,-0.8529144287109602,-0.9279937744140625,0.7034313678741455,-0.07401520758867264,0.0,0.7068988680839539,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.591752,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.302600479125978,-0.6931549072265852,-0.7476806640625,0.7041800618171692,-0.07469487190246582,0.0,0.7060815095901489,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.6168184,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2544799804687514,-0.8374725341797102,-0.8387298583984375,0.7036981582641602,-0.07486490905284882,0.0,0.7065437436103821,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.641792,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3315502166748061,-0.8545928955078352,-0.5819091796875,0.7040182948112488,-0.07520318031311035,0.0,0.7061888575553894,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.6667495,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15972290039062642,-1.1305328369140852,-0.9593048095703125,0.702631950378418,-0.07519792020320892,0.0,0.707568883895874,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.6917577,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2260078430175767,-1.2435394287109602,-1.3987884521484375,0.7021428942680359,-0.07440108060836792,0.0,0.7081383466720581,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.716755,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8119968414306626,-0.9129119873047102,-1.6094970703125,0.7029826045036316,-0.07278740406036377,0.0,0.7074726223945618,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.7417617,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6985267639160142,-0.6909881591797102,-1.5726776123046875,0.7037460207939148,-0.07285398244857788,0.0,0.7067062854766846,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.766777,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3705371856689439,-1.3995452880859602,-2.0218353271484375,0.7010579705238342,-0.07386063039302826,0.0,0.7092688679695129,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.7920415,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19031677246093892,-1.7535797119140852,-1.7124786376953125,0.7001745700836182,-0.07487262040376663,0.0,0.7100350260734558,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.816839,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06814346313476705,-1.5441680908203352,-1.6656341552734375,0.7004854679107666,-0.07472208142280579,0.0,0.7097440958023071,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.841865,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.24571266174316264,-1.3202911376953352,-1.43505859375,0.7013911008834839,-0.07386428117752075,0.0,0.7089390158653259,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.8667743,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.45179977416992045,-1.4123016357422102,-1.4144439697265625,0.7013203501701355,-0.0732259452342987,0.0,0.7090752720832825,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.8917732,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.29344024658202983,-1.5183197021484602,-1.53173828125,0.7005982995033264,-0.07374683767557144,0.0,0.7097347974777222,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.916982,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5607341766357408,-1.4336029052734602,-1.668121337890625,0.7006478905677795,-0.07279133051633835,0.0,0.7097845077514648,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.9417381,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5301166534423842,-1.1565948486328352,-1.2128753662109375,0.7018821835517883,-0.07582525163888931,0.0,0.7082456946372986,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.966922,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.822049713134767,-1.2078033447265852,-1.0945281982421875,0.7017611861228943,-0.076484315097332,0.0,0.7082948088645935,0.0,3.141592653589793,0.0,0.0,0.0
1775412131.991722,0,baseline,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1492992401123061,-1.6035858154297102,-1.579803466796875,0.7002608180046082,-0.07487078011035919,0.0,0.7099500298500061,0.0,3.141592653589793,0.0,0.0,0.0
